Queue ID,Project Name,Interconnecting Entity,County,State,Interconnection Location,Transmission Owner,Generation Type,Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Queue Date,Status,Proposed Completion Date,Withdrawn Date,Withdrawal Comment,Actual Completion Date,Type-1,Type-2,Type-3,Fuel-1,Fuel-2,Fuel-3,MW-1,MW-2,MW-3,Interconnection Request Receive Date,Interconnection Agreement Status,Study Process,Proposed On-line Date (as filed with IR),System Impact Study or Phase I Cluster Study,Facilities Study (FAS) or Phase II Cluster Study,Optional Study (OS),"Full Capacity, Partial or Energy Only (FC/P/EO)",Off-Peak Deliverability and Economic Only,Feasibility Study or Supplemental Review
123,PALA ENERGY CENTER,,SAN DIEGO,CA,SDG&E Pala Substation,SDGE,Gas Turbine,99.0,,,2006-08-17 07:00:00,WITHDRAWN,2008-06-30 07:00:00,2007-01-16 08:00:00,,,Gas Turbine,,,Natural Gas,,,99.0,,,,,Serial LGIP,2009-03-31 07:00:00,,,,,,
126,SEARCHLIGHT 1,,CLARK,NV,Eldorado Substation 220kV bus,SCE,Wind Turbine,1500.0,,,2006-08-31 07:00:00,WITHDRAWN,2011-12-31 08:00:00,2012-06-12 23:21:04,,,Wind Turbine,,,Wind Turbine,,,1500.0,,,2006-08-31 00:00:00,,Serial LGIP,2011-12-31 08:00:00,Complete,Re-Study,,,,Required
127,CONTRA COSTA CARBON PLANT RECONNECT (CCCPR),,CONTRA COSTA,CA,115kV Oleum Switchyard,PGAE,Steam Turbine,27.2,,,2006-09-01 07:00:00,WITHDRAWN,2008-08-01 07:00:00,2007-07-11 07:00:00,,,Steam Turbine,,,Other,,,27.2,,,2006-08-22 00:00:00,,Serial LGIP,2008-08-01 07:00:00,Complete,,,,,Waived
128,KRCD COMMUNITY POWER PLANT,,FRESNO,CA,McCall Substation,PGAE,Combined Cycle,600.0,,,2006-09-01 07:00:00,WITHDRAWN,2012-12-01 08:00:00,2009-08-06 07:00:00,,,Combined Cycle,,,Natural Gas,,,600.0,,,2006-09-01 00:00:00,,Serial LGIP,2010-12-01 08:00:00,Re-Study,Re-Study,,,,Required
129,AMBOY,,SAN BERNARDINO,CA,Pisgah 230kV Substation,SCE,Wind Turbine,400.0,,,2006-09-13 07:00:00,WITHDRAWN,2010-03-01 08:00:00,2006-10-24 07:00:00,,,Wind Turbine,,,Wind Turbine,,,400.0,,,,,Serial LGIP,2010-03-01 08:00:00,,,,,,
130,MOJAVE SOLAR PARK 2,,SAN BERNARDINO,CA,Mohave Generating Station,SCE,Steam Turbine,565.0,,,2006-09-13 07:00:00,WITHDRAWN,2010-12-31 08:00:00,2008-04-01 07:00:00,,,Steam Turbine,,,Solar,,,565.0,,,2006-09-13 00:00:00,,Serial LGIP,2010-12-31 08:00:00,,,,,,Required
133,CROSSROADS WIND,,SAN BERNARDINO,CA,Pisgah-Lugo 230kV,SCE,Wind Turbine,140.0,,,2006-10-03 07:00:00,WITHDRAWN,2010-03-01 08:00:00,2006-12-21 08:00:00,,,Wind Turbine,,,Wind Turbine,,,140.0,,,,,Serial LGIP,2010-03-01 08:00:00,,,,,,
134,PASTORIA EXPANSION II,,KERN,CA,Pastoria Substation,SCE,Gas Turbine,200.0,,,2006-10-09 07:00:00,WITHDRAWN,2010-05-31 07:00:00,2007-01-31 08:00:00,,,Gas Turbine,,,Natural Gas,,,200.0,,,,,Serial LGIP,2010-05-31 07:00:00,,,,,,
135,GRANITE MOUNTAIN WIND FARM,,SAN BERNARDINO,CA,Lugo-Pisgah 230kV line,SCE,Wind Turbine,60.0,,,2006-10-10 07:00:00,WITHDRAWN,2015-12-31 08:00:00,2013-10-08 16:42:42,,,Wind Turbine,,,Wind Turbine,,,60.0,,,2006-10-10 00:00:00,Executed,Serial LGIP,2008-09-30 07:00:00,Complete,Complete,Complete,,,Required
136,FONTANA ENERGY CENTER,,SAN BERNARDINO,CA,Etiwanda 230kV Substation,SCE,Gas Turbine,300.0,,,2006-10-16 07:00:00,WITHDRAWN,2010-01-01 08:00:00,2010-08-03 07:00:00,,,Gas Turbine,,,Natural Gas,,,300.0,,,2006-10-16 00:00:00,,Serial LGIP,2010-01-01 08:00:00,Complete,Complete,,,,Waived
139,ETIWANDA CCGT,,SAN BERNARDINO,CA,SCE Rancho Vista 500kV Sub,SCE,Combined Cycle,698.0,,,2006-10-24 07:00:00,WITHDRAWN,2013-06-01 07:00:00,2010-09-22 07:00:00,,,Combined Cycle,,,Natural Gas,,,698.0,,,2006-10-24 00:00:00,,Serial LGIP,2010-06-01 07:00:00,Complete,Complete,,,,Waived
140,NAVY 1,,INYO,CA,Coso-Kramer 230 kV,SCE,Steam Turbine,75.0,,,2006-10-31 08:00:00,WITHDRAWN,2011-08-18 07:00:00,2007-02-26 08:00:00,,,Steam Turbine,,,Geothermal,,,75.0,,,2006-10-31 00:00:00,,Serial LGIP,2011-08-18 07:00:00,,,,,,
141,ETIWANDA SCGT EXPANSION,,SAN BERNARDINO,CA,Rancho Vista 500 kV Substation,SCE,Gas Turbine,504.0,,,2006-11-03 08:00:00,WITHDRAWN,,2007-12-11 08:00:00,,,Gas Turbine,,,Natural Gas,,,504.0,,,2006-11-03 00:00:00,,Serial LGIP,2010-06-01 07:00:00,,,,,,Waived
142,KM ACQUISITIONS,,SAN BERNARDINO,CA,Kramer Substation 220kV,SCE,Steam Turbine,80.0,,,2006-11-06 08:00:00,WITHDRAWN,2016-12-01 08:00:00,2017-01-09 08:00:00,IC Request,,Steam Turbine,,,Solar,,,80.0,,,2006-11-06 00:00:00,Executed,Serial LGIP,2009-12-31 08:00:00,Complete,Complete,,,,Required
143,HDLA SOLAR,,SAN BERNARDINO,CA,Kramer Substation,SCE,Steam Turbine,80.0,,,2006-11-06 08:00:00,WITHDRAWN,2009-12-31 08:00:00,2008-11-26 08:00:00,,,Steam Turbine,,,Solar,,,80.0,,,2006-11-06 00:00:00,,Serial LGIP,2009-12-31 08:00:00,,,,,,Required
144,LUZ SOLAR PARTNERS,,SAN BERNARDINO,CA,Kramer Substation,SCE,Steam Turbine,320.0,,,2006-11-06 08:00:00,WITHDRAWN,2009-12-31 08:00:00,2009-12-07 21:20:48,,,Steam Turbine,,,Solar,,,320.0,,,2006-11-06 00:00:00,,Serial LGIP,2009-12-31 08:00:00,,,,,,Required
145,BIGHORN,,CLARK,NV,Eldorado 500 kV Substation,SCE,Combined Cycle,591.0,,,2006-11-08 08:00:00,WITHDRAWN,2010-06-01 07:00:00,2008-10-23 07:00:00,,,Combined Cycle,,,Natural Gas,,,591.0,,,2006-11-08 00:00:00,,Serial LGIP,2010-06-01 07:00:00,,,,,,Required
148,GREEN BORDERS GEOTHERMAL PHASE II,,CHURCH,NV,Oxbow 230kV Substation,SCE,Steam Turbine,90.0,,,2006-11-16 08:00:00,WITHDRAWN,2011-10-01 07:00:00,2007-02-01 08:00:00,,,Steam Turbine,,,Geothermal,,,90.0,,,,,Serial LGIP,2011-10-01 07:00:00,,,,,,
149,NORTH SKY RIVER II WIND,,KERN,CA,SCE Highwind Sub #2 (proposed) 230 kV,SCE,Wind Turbine,362.0,,,2006-11-16 08:00:00,WITHDRAWN,2010-12-31 08:00:00,2008-10-20 07:00:00,,,Wind Turbine,,,Wind Turbine,,,362.0,,,2006-11-16 00:00:00,,Serial LGIP,2010-12-31 08:00:00,,,,,,Required
150,LARKSPUR 3,,SAN DIEGO,CA,Border Substation 69 kV,SDGE,Gas Turbine,47.4,,,2006-11-16 08:00:00,WITHDRAWN,2016-11-15 08:00:00,2016-03-24 00:57:13,,,Gas Turbine,,,Natural Gas,,,47.4,,,2006-11-16 00:00:00,,Serial LGIP,2014-05-15 07:00:00,Re-Study,Complete,,,,Required
151,TRANSCANADA PEAKER,,SAN BERNARDINO,CA,Chino Substation 230kV Line,SCE,Gas Turbine,510.0,,,2006-11-17 08:00:00,WITHDRAWN,2011-05-01 07:00:00,2006-12-11 08:00:00,,,Gas Turbine,,,Natural Gas,,,510.0,,,2006-11-17 00:00:00,,Serial LGIP,2011-05-01 07:00:00,,,,,,Required
152,POINT SAL WIND,,SANTA BARBARA,CA,Mesa-Divide #1 115kV line,PGAE,Wind Turbine,105.0,,,2006-11-22 08:00:00,WITHDRAWN,2009-12-31 08:00:00,2008-10-29 07:00:00,,,Wind Turbine,,,Wind Turbine,,,105.0,,,2006-11-22 00:00:00,,Serial LGIP,2009-12-31 08:00:00,Complete,,,,,Required
153,ALTA Q153 (FKA ALTA 7),,KERN,CA,Whirlwind Substation 230kV,SCE,Wind Turbine,100.0,,,2006-11-22 08:00:00,WITHDRAWN,2016-12-31 08:00:00,2014-09-29 07:00:00,,,Wind Turbine,,,Wind Turbine,,,100.0,,,2006-11-22 00:00:00,In Progress,Serial LGIP,2008-05-30 07:00:00,Complete,Complete,,,,Waived
154,FLYING WING SOLAR (FKA GENESIS SOLAR),,KERN,CA,Windhub 230 kV Substation,SCE,Photovoltaic,250.0,,,2006-11-30 08:00:00,WITHDRAWN,2015-06-01 07:00:00,2013-04-18 07:00:00,,,Photovoltaic,,,Solar,,,250.0,,,2006-11-28 00:00:00,,TC,2009-12-31 08:00:00,Complete,Complete,,Full Capacity,,
155,LSP OAKLAND,,ALAMEDA,CA,Oakland C 115kV substation,PGAE,Gas Turbine,300.0,,,2006-12-01 08:00:00,WITHDRAWN,2012-05-31 07:00:00,2009-01-02 08:00:00,,,Gas Turbine,,,Natural Gas,,,300.0,,,2006-12-01 00:00:00,,Serial LGIP,2010-05-31 07:00:00,Re-Study,,,,,Required
156,DAGGETT WIND PROJECT II,,SAN BERNARDINO,CA,Lugo-Pisgah 230kV line,SCE,Wind Turbine,201.0,,,2006-12-05 08:00:00,WITHDRAWN,2012-03-01 08:00:00,2012-03-13 22:00:07,,,Wind Turbine,,,Wind Turbine,,,201.0,,,2006-12-05 00:00:00,,Serial LGIP,2009-03-01 08:00:00,Complete,,,,,Required
157,ALTA 8,,KERN,CA,66kV Rosamond-Antelope line,SCE,Wind Turbine,100.0,,,2006-12-15 08:00:00,WITHDRAWN,2014-12-31 08:00:00,2008-11-26 08:00:00,,,Wind Turbine,,,Wind Turbine,,,100.0,,,2006-12-15 00:00:00,,Serial LGIP,2014-12-31 08:00:00,,,,,,Required
158,ALTA 9,,KERN,CA,66kV Rosamond-Delsur line,SCE,Wind Turbine,100.0,,,2006-12-15 08:00:00,WITHDRAWN,2013-12-31 08:00:00,2008-11-26 08:00:00,,,Wind Turbine,,,Wind Turbine,,,100.0,,,2006-12-15 00:00:00,,Serial LGIP,2013-12-31 08:00:00,,,,,,Required
159,ALTA 10,,KERN,CA,Antelope-Magunden #1 220kV line,SCE,Wind Turbine,100.0,,,2006-12-15 08:00:00,WITHDRAWN,2013-12-31 08:00:00,2009-12-15 22:52:48,,,Wind Turbine,,,Wind Turbine,,,100.0,,,2006-12-15 00:00:00,,Serial LGIP,2013-12-31 08:00:00,,,,,,Required
160,CALIFORNIA SOLAR ONE,,SAN BERNARDINO,CA,Kramer,SCE,Steam Turbine,220.0,,,2006-12-29 08:00:00,WITHDRAWN,2009-01-01 08:00:00,2007-09-17 07:00:00,,,Steam Turbine,,,Solar,,,220.0,,,2007-02-01 00:00:00,,Serial LGIP,2009-01-01 08:00:00,,,,,,Required
161,HARBOR II,,LOS ANGELES,CA,Harborgen Substation,SCE,Gas Turbine,220.0,,,2007-01-04 08:00:00,WITHDRAWN,2012-03-01 08:00:00,2011-06-23 07:00:00,,,Gas Turbine,,,Natural Gas,,,220.0,,,2006-12-27 00:00:00,,Serial LGIP,2009-05-01 07:00:00,Re-Study,,,,,Waived
164,BAJANORTE WIND FACILITY,,BAJA CALIFORNIA,MX,Imperial Valley 230kV switchyard,SDGE,Wind Turbine,1000.0,,,2007-01-12 08:00:00,WITHDRAWN,2010-10-01 07:00:00,2008-11-19 08:00:00,,,Wind Turbine,,,Wind Turbine,,,1000.0,,,2007-01-12 00:00:00,,Serial LGIP,2010-10-01 07:00:00,,,,,,Required
165,DPT BROADWELL LAKE,,SAN BERNARDINO,CA,Pisgah 230kV Substation bus,SCE,Steam Turbine,400.0,,,2007-01-16 08:00:00,WITHDRAWN,2011-06-30 07:00:00,2010-05-21 07:00:00,,,Steam Turbine,,,Solar,,,400.0,,,2007-01-16 00:00:00,,Serial LGIP,2011-06-30 07:00:00,Complete,,,,,Waived
167,BLYTHE III,,RIVERSIDE,CA,500kV line to Midpoint Switching Station,SCE,Combined Cycle,700.0,,,2007-01-25 08:00:00,WITHDRAWN,2012-06-01 07:00:00,2007-05-16 07:00:00,,,Combined Cycle,,,Natural Gas,,,700.0,,,,,Serial LGIP,2012-06-01 07:00:00,,,,,,
168,VIENTO MEXICANA,,BAJA CALIFORNIA,MX,Imperial Valley 500kV bus,SDGE,Wind Turbine,1000.0,,,2007-02-02 08:00:00,WITHDRAWN,2011-12-31 08:00:00,2011-03-31 21:30:40,,,Wind Turbine,,,Wind Turbine,,,1000.0,,,2007-02-01 00:00:00,,Serial LGIP,2011-12-31 08:00:00,,,,,,Required
169,IMPERIAL SOLEIL,,IMPERIAL,CA,Imperial Valley 230kV bus,SDGE,Steam Turbine,211.6,,,2007-02-02 08:00:00,WITHDRAWN,2011-12-31 08:00:00,2008-11-26 08:00:00,,,Steam Turbine,,,Solar,,,211.6,,,2007-02-01 00:00:00,,Serial LGIP,2011-12-31 08:00:00,,,,,,Required
170,MOJAVE SOLEIL,,KERN,CA,Substation 5 (aka Whirlwind),SCE,Photovoltaic,150.0,,,2007-02-02 08:00:00,WITHDRAWN,2013-07-31 07:00:00,2009-12-07 21:16:18,,,Photovoltaic,,,Solar,,,150.0,,,2007-02-02 00:00:00,,Serial LGIP,2011-12-31 08:00:00,,,,,,Required
171,DELTA WIND II,,SOLANO,CA,Vaca-Tesla 500kV line,PGAE,Wind Turbine,500.0,,,2007-02-09 08:00:00,WITHDRAWN,2011-03-31 07:00:00,2011-03-31 21:53:43,,,Wind Turbine,,,Wind Turbine,,,500.0,,,2007-02-09 00:00:00,,Serial LGIP,2011-12-31 08:00:00,,,,,,Required
172,STOCKTON GENERATION,,SAN JOAQUIN,CA,Tesla-Bellota 230kV lines,PGAE,Combined Cycle,508.0,,,2007-02-15 08:00:00,WITHDRAWN,2014-05-01 07:00:00,2015-07-01 21:14:18,,,Combined Cycle,,,Natural Gas,,,508.0,,,2007-02-08 00:00:00,,Serial LGIP,2011-05-15 07:00:00,Complete,Complete,,,,Required
173,WELLHEAD POWER PALA,,SAN DIEGO,CA,Pala 69kV Substation,SDGE,Gas Turbine,49.9,,,2007-02-16 08:00:00,WITHDRAWN,2011-05-01 07:00:00,2009-01-27 08:00:00,,,Gas Turbine,,,Natural Gas,,,49.9,,,2007-02-16 00:00:00,,Serial LGIP,2011-05-01 07:00:00,Complete,Complete,,,,Waived
174,PAINTED HILLS II,,RIVERSIDE,CA,Devers-Venwind 115kV line,SCE,Wind Turbine,30.0,,,2007-02-16 08:00:00,WITHDRAWN,2008-12-01 08:00:00,2007-06-12 07:00:00,,,Wind Turbine,,,Wind Turbine,,,30.0,,,2007-02-16 00:00:00,,Serial LGIP,2008-12-01 08:00:00,,,,,,Required
175,ALTA Q175 (FKA ALTA 11),,KERN,CA,Whirlwind Substation 230kV ,SCE,Wind Turbine,650.0,,,2007-02-21 08:00:00,WITHDRAWN,2017-12-31 08:00:00,2015-06-12 07:00:00,,,Wind Turbine,,,Wind Turbine,,,650.0,,,2007-02-21 00:00:00,,TC,2008-09-30 07:00:00,Complete,Complete,,Full Capacity,,
176,WELLHEAD POWER MARGARITA,,ORANGE,CA,Margarita 138kV Substation,SDGE,Gas Turbine,49.9,,,2007-02-23 08:00:00,WITHDRAWN,2010-06-15 07:00:00,2008-04-29 07:00:00,,,Gas Turbine,,,Natural Gas,,,49.9,,,2007-02-23 00:00:00,,Serial LGIP,2008-05-01 07:00:00,Complete,Complete,,,,Waived
177,CARQUINEZ WIND,,CONTRA COSTA,CA,Bahia   Moraga 230 kV Line,PGAE,Wind Turbine,100.0,,,2007-02-28 08:00:00,WITHDRAWN,2011-12-31 08:00:00,2009-01-21 08:00:00,,,Wind Turbine,,,Wind Turbine,,,100.0,,,2007-02-27 00:00:00,,Serial LGIP,2011-12-31 08:00:00,Complete,,,,,Required
178,PACHECO WIND,,MERCED,CA,Los Banos 230kV bus near Pacheco Pass,PGAE,Wind Turbine,100.0,,,2007-02-28 08:00:00,WITHDRAWN,2011-12-31 08:00:00,2007-11-19 08:00:00,,,Wind Turbine,,,Wind Turbine,,,100.0,,,2007-02-27 00:00:00,,Serial LGIP,2011-12-31 08:00:00,,,,,,Required
178A,BAJA WIND,,MEXICALI/ENSENADA/TECATE,MX,Miguel 230kV Bus,SDGE,Wind Turbine,500.0,,,2007-02-28 08:00:00,WITHDRAWN,2011-07-01 07:00:00,2008-11-24 08:00:00,,,Wind Turbine,,,Wind Turbine,,,500.0,,,2007-02-27 00:00:00,,Serial LGIP,2011-07-01 07:00:00,,,,,,Required
178B,MEXICO WIND,,MEXICALI/ENSENADA/TECATE,MX,Imperial Valley  230kV Substation,SDGE,Wind Turbine,500.0,,,2007-02-28 08:00:00,WITHDRAWN,2010-06-15 07:00:00,2011-03-31 22:06:50,,,Wind Turbine,,,Wind Turbine,,,500.0,,,2007-02-27 00:00:00,,Serial LGIP,2010-07-01 07:00:00,,,,,,Required
179,EAGLE MOUNTAIN,,RIVERSIDE,CA,Julian Hinds 230kV Substation,SCE,Steam Turbine,300.0,,,2007-03-01 08:00:00,WITHDRAWN,2010-12-31 08:00:00,2008-11-26 08:00:00,,,Steam Turbine,,,Solar,,,300.0,,,2007-02-15 00:00:00,,Serial LGIP,2010-12-31 08:00:00,,,,,,Required
180,CPV CALIFORNIA I,,SAN BERNARDINO,CA,New 230kV Switchyard on the Mira Loma-Vista #2 line,SCE,Gas Turbine,564.0,,,2007-03-02 08:00:00,WITHDRAWN,2011-05-01 07:00:00,2008-05-01 07:00:00,,,Gas Turbine,,,Natural Gas,,,564.0,,,2007-03-06 00:00:00,,Serial LGIP,2011-05-01 07:00:00,,,,,,Required
181,CPV CALIFORNIA II,,SAN BERNARDINO,CA,New  230kV switchyard on the Chino-Serrano line,SCE,Gas Turbine,400.0,,,2007-03-02 08:00:00,WITHDRAWN,2010-03-01 08:00:00,2008-05-01 07:00:00,,,Gas Turbine,,,Natural Gas,,,400.0,,,2007-03-06 00:00:00,,Serial LGIP,2010-03-01 08:00:00,,,,,,Required
182,DESERT SAPPHIRE PV,,KERN,CA,Windhub Substation,SCE,Photovoltaic,500.0,,,2007-03-05 08:00:00,WITHDRAWN,2015-07-01 07:00:00,2009-12-07 23:59:09,,,Photovoltaic,,,Solar,,,500.0,,,2007-03-05 00:00:00,,Serial LGIP,2010-12-31 08:00:00,,,,,,Required
183,ESJ PHASE II PROJECT (FKA RUMOROSA WIND ENERGY PHASE II PROJECT),,BAJA CALIFORNIA,MX,East County (ECO) Substation 230kV,SDGE,Wind Turbine,300.0,,,2007-03-05 08:00:00,WITHDRAWN,2019-06-30 07:00:00,2017-10-10 07:00:00,IC Request,,Wind Turbine,,,Wind Turbine,,,300.0,,,2007-03-05 00:00:00,,TC,2009-11-01 07:00:00,Complete,Complete,,Energy Only,,
184,WESTERN GEOPOWER UNIT 1,,SONOMA,CA,Geysers #3-Cloverdale 115 kV line,PGAE,Steam Turbine,32.0,,,2007-03-05 08:00:00,WITHDRAWN,2015-10-01 07:00:00,2013-08-14 20:40:12,,,Steam Turbine,,,Geothermal,,,32.0,,,2007-03-05 00:00:00,,Serial LGIP,2010-01-01 08:00:00,Complete,Complete,,,,Required
185,GREEN BORDERS GEOTHERMAL PHASE 2,,MINERAL,NV,Control Sub,SCE,Steam Turbine,150.0,,,2007-03-06 08:00:00,WITHDRAWN,2011-01-01 08:00:00,2011-01-03 08:00:00,,,Steam Turbine,,,Geothermal,,,150.0,,,2007-03-06 00:00:00,,Serial LGIP,2011-08-01 07:00:00,Complete,,,,,Waived
186,STOCKTON PEAKERS PROJECT,,SAN JOAQUIN,CA,Stockton¿A¿-Lockeford-Bellota 115kV #1&#2 lines & Tesla-Tracy 115kV line,PGAE,Gas Turbine,211.0,,,2007-03-07 08:00:00,WITHDRAWN,2009-12-31 08:00:00,2007-11-28 08:00:00,,,Gas Turbine,,,Natural Gas,,,211.0,,,2007-03-07 00:00:00,,Serial LGIP,2009-12-31 08:00:00,,,,,,Required
187,NEW GEYSERS,,SONOMA,CA,Geysers-Fulton 230kV transmission line,PGAE,Steam Turbine,50.0,,,2007-03-14 07:00:00,WITHDRAWN,2011-01-01 08:00:00,2008-06-06 07:00:00,,,Steam Turbine,,,Geothermal,,,50.0,,,2007-03-14 00:00:00,,Serial LGIP,2011-01-01 08:00:00,Complete,,,,,Required
190,DOGHOUSE JUNCTION ENERGY CENTER,,SAN DIEGO,CA,Otay Mesa Energy Center 230kV Substation,SDGE,Gas Turbine,330.0,,,2007-03-30 07:00:00,WITHDRAWN,2013-05-01 07:00:00,2011-05-31 21:17:41,,,Gas Turbine,,,Natural Gas,,,330.0,,,2007-03-31 00:00:00,,Serial LGIP,2011-03-01 08:00:00,Complete,Complete,,,,Required
191,CPV CALIFORNIA III,,SAN DIEGO,CA,Penasquistos Old Town 230kV transmission line,SDGE,Gas Turbine,315.0,,,2007-04-02 07:00:00,WITHDRAWN,2010-03-01 08:00:00,2007-10-01 07:00:00,,,Gas Turbine,,,Natural Gas,,,315.0,,,2007-04-02 00:00:00,,Serial LGIP,2010-03-01 08:00:00,,,,,,Required
192,CPV CALIFORNIA IV,,SAN DIEGO,CA,San Luis Rey¿Mission 230kV transmission line,SDGE,Gas Turbine,315.0,,,2007-04-02 07:00:00,WITHDRAWN,2010-03-01 08:00:00,2007-10-01 07:00:00,,,Gas Turbine,,,Natural Gas,,,315.0,,,2007-04-02 00:00:00,,Serial LGIP,2010-03-01 08:00:00,,,,,,Required
195,BPAE KERN FRONT,,KERN,CA,Springerville Mugunden 230kV Line,SCE,Combined Cycle,725.0,,,2007-04-06 07:00:00,WITHDRAWN,2013-01-01 08:00:00,2007-09-21 07:00:00,,,Combined Cycle,,,Natural Gas,,,725.0,,,2007-04-06 00:00:00,,Serial LGIP,2013-01-01 08:00:00,,,,,,Waived
196,MADERA ENERGY CENTER,,MADERA,CA,Borden Substation 230kV Bus,PGAE,Combined Cycle,210.0,,,2007-04-13 07:00:00,WITHDRAWN,2014-06-15 07:00:00,2011-04-01 14:26:26,,,Combined Cycle,,,Natural Gas,,,210.0,,,2007-04-13 00:00:00,,Serial LGIP,2011-07-01 07:00:00,,,,,,Required
197,CPV CALIFORNIA V,,SAN DIEGO,CA,Otay Mesa 230kV switchyard,SDGE,Gas Turbine,315.0,,,2007-04-16 07:00:00,WITHDRAWN,2011-12-01 08:00:00,2007-12-03 08:00:00,,,Gas Turbine,,,Natural Gas,,,315.0,,,2007-04-16 00:00:00,,Serial LGIP,2011-12-01 08:00:00,,,,,,Required
198,STAR GENERATION,,SAN DIEGO,CA,OMEC interconnection substation,SDGE,Gas Turbine,400.0,,,2007-04-18 07:00:00,WITHDRAWN,2010-02-28 08:00:00,2008-01-11 08:00:00,,,Gas Turbine,,,Natural Gas,,,400.0,,,2007-04-18 00:00:00,,Serial LGIP,2010-02-28 08:00:00,,,,,,Required
199,STOCKTON REPOWERING PROJECT,,SAN JOAQUIN,CA,60kV bus at Posdef QF facility,PGAE,Gas Turbine,50.0,,,2007-04-19 07:00:00,WITHDRAWN,2009-12-31 08:00:00,2008-03-03 08:00:00,,,Gas Turbine,,,Natural Gas,,,50.0,,,2007-04-19 00:00:00,,Serial LGIP,2009-12-31 08:00:00,Complete,,,,,Required
200,MILLIKEN,,RIVERSIDE,CA,Mira Loma Substation,SCE,Gas Turbine,200.0,,,2007-04-19 07:00:00,WITHDRAWN,2010-05-31 07:00:00,2007-05-14 07:00:00,,,Gas Turbine,,,Natural Gas,,,200.0,,,2007-04-02 00:00:00,,Serial LGIP,2010-05-31 07:00:00,,,,,,
202,CALICO MOUNTAINS WIND ENERGY,,SAN BERNARDINO,CA,Cool Water-Kramer #1 230kV line,SCE,Wind Turbine,198.65,,,2007-04-19 07:00:00,WITHDRAWN,2013-11-15 08:00:00,2008-11-12 08:00:00,,,Wind Turbine,,,Wind Turbine,,,198.65,,,2007-04-19 00:00:00,,Serial LGIP,2013-11-15 08:00:00,,,,,,Required
203,CAMP ROCK WIND,,SAN BERNARDINO,CA,Cool Water-SEGS2-Tortilla 115kV line,SCE,Wind Turbine,198.65,,,2007-04-19 07:00:00,WITHDRAWN,2013-12-15 08:00:00,2011-04-01 14:51:38,,,Wind Turbine,,,Wind Turbine,,,198.65,,,2007-04-19 00:00:00,,Serial LGIP,2013-12-15 08:00:00,,,,,,Required
204,IRON MOUNTAIN WIND ENERGY,,SAN BERNARDINO,CA,Tortilla-Kramer 115 kV line,SCE,Wind Turbine,149.4,,,2007-04-19 07:00:00,WITHDRAWN,2013-11-15 08:00:00,2008-12-19 08:00:00,,,Wind Turbine,,,Wind Turbine,,,149.4,,,2007-04-19 00:00:00,,Serial LGIP,2013-11-15 08:00:00,,,,,,Required
205,EL DORADO SOLAR GENERATING STATION PROJECT,,CLARK,NV,El Dorado 220kV Switchyard,SCE,Steam Turbine,5.0,,,2007-04-20 07:00:00,WITHDRAWN,2014-12-31 08:00:00,2014-01-03 08:00:00,,,Steam Turbine,,,Solar,,,5.0,,,2007-04-20 00:00:00,,TC,2010-12-31 08:00:00,Complete,Complete,,Full Capacity,,
206,EL SEGUNDO 3 & 4 RE-POWER II,,LOS ANGELES,CA,El Sequndo 230kV Switchyard,SCE,Combined Cycle,200.0,,,2007-04-23 07:00:00,WITHDRAWN,2013-01-30 08:00:00,2007-06-20 07:00:00,,,Combined Cycle,,,Solar,,,200.0,,,2007-04-26 00:00:00,,Serial LGIP,2013-01-30 08:00:00,,,,,,
207,"LONG BEACH 5, 6, 7 & 8",,LOS ANGELES,CA,Long Beach Substation,SCE,Combined Cycle,557.3,,,2007-04-26 07:00:00,WITHDRAWN,,2008-03-06 08:00:00,,,Combined Cycle,,,Natural Gas,,,557.3,,,2007-04-26 00:00:00,,Serial LGIP,2013-08-30 07:00:00,,,,,,Required
208,GV1,,ALAMEDA,CA,Tracy-Herdlyn 69kV line,PGAE,Photovoltaic,2.0,,,2007-05-03 07:00:00,WITHDRAWN,2008-09-01 07:00:00,,,,Photovoltaic,,,Solar,,,2.0,,,2007-04-20 00:00:00,,AMEND 39,2008-06-01 07:00:00,Waived,,,,,
209,CONCEPCION II WIND GENERATION,,BAJA CALIFORNIA,MX,New 230/500kV substation near the 500kV IV-ML line,SDGE,Wind Turbine,400.0,,,2007-05-03 07:00:00,WITHDRAWN,2010-12-31 08:00:00,2009-12-17 19:15:23,,,Wind Turbine,,,Wind Turbine,,,400.0,,,2007-05-02 00:00:00,,Serial LGIP,2010-12-31 08:00:00,,,,,,Required
210,DESERT SUNLIGHT PV III,,RIVERSIDE,CA,Red Bluff Substation 230kV switchyard,SCE,Photovoltaic,500.0,,,2007-05-03 07:00:00,WITHDRAWN,2016-12-01 08:00:00,2009-12-08 00:00:18,,,Photovoltaic,,,Solar,,,500.0,,,2007-05-03 00:00:00,,Serial LGIP,2012-12-31 08:00:00,,,,,,Required
211,HORSE LAKE WIND PROJECT,,LASSEN,CA,Caribou 230kV Substation,PGAE,Wind Turbine,201.0,,,2007-05-04 07:00:00,WITHDRAWN,2008-10-31 07:00:00,2008-12-11 23:43:22,,,Wind Turbine,,,Wind Turbine,,,201.0,,,2007-05-14 00:00:00,,Serial LGIP,2008-10-31 07:00:00,,,,,,Required
