Queue ID,Project Name,Interconnecting Entity,County,State,Interconnection Location,Transmission Owner,Generation Type,Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Queue Date,Status,Proposed Completion Date,Withdrawn Date,Withdrawal Comment,Actual Completion Date,Type-1,Type-2,Type-3,Fuel-1,Fuel-2,Fuel-3,MW-1,MW-2,MW-3,Interconnection Request Receive Date,Interconnection Agreement Status,Study Process,Proposed On-line Date (as filed with IR),System Impact Study or Phase I Cluster Study,Facilities Study (FAS) or Phase II Cluster Study,Optional Study (OS),"Full Capacity, Partial or Energy Only (FC/P/EO)",Off-Peak Deliverability and Economic Only,Feasibility Study or Supplemental Review
1475,GONZAGA RIDGE WIND FARM 2,,MERCED,CA,Los Banos Substation 70kV,PGAE,Wind Turbine,58.63,,,2018-04-16 07:00:00,WITHDRAWN,2020-12-21 08:00:00,2019-04-10 07:00:00,IC Request,,Wind Turbine,,,Wind Turbine,,,61.28,,,2018-04-17 00:00:00,,C11,2020-12-21 08:00:00,Complete,,,Full Capacity,,
1476,GREEN MEZZO,,SOLANO,CA,Birds Landing Switchyard 230kV,PGAE,Storage,200.0,,,2018-04-16 07:00:00,WITHDRAWN,2022-12-01 08:00:00,2019-03-08 08:00:00,IC Request,,Storage,,,Battery,,,204.1,,,2018-04-12 00:00:00,,C11,2022-12-01 08:00:00,,,,Full Capacity,,
1477,HEARTLAND 3,,FRESNO,CA,Tranquility Switching Station 230kV,PGAE,Storage + Photovoltaic,150.0,,,2018-04-16 07:00:00,WITHDRAWN,2022-12-30 08:00:00,2019-03-07 08:00:00,IC Request,,Storage,Photovoltaic,,Battery,Solar,,51.169,154.89,,2018-04-11 00:00:00,,C11,2022-12-30 08:00:00,Complete,,,Full Capacity,,
1478,HUDSON SOLAR 2,,FRESNO,CA,Panoche Substation 115kV ,PGAE,Storage + Photovoltaic,80.0,,,2018-04-16 07:00:00,WITHDRAWN,2022-06-30 07:00:00,2019-03-07 08:00:00,IC Request,,Storage,Photovoltaic,,Battery,Solar,,102.0,102.0,,2018-04-12 00:00:00,,C11,2022-06-30 07:00:00,Complete,,,Energy Only,,
1480,KEY STORAGE 2,,FRESNO,CA,Gates Sub 230kV,PGAE,Storage,300.0,,,2018-04-16 07:00:00,WITHDRAWN,2024-12-01 08:00:00,2019-03-08 08:00:00,IC Request,,Storage,,,Battery,,,309.3,,,2018-04-11 00:00:00,,C11,2024-12-01 08:00:00,,,,Full Capacity,,
1481,KINGSTON ENERGY STORAGE,,MADERA,CA,Borden Substation 70kV,PGAE,Storage,50.0,,,2018-04-16 07:00:00,WITHDRAWN,2021-07-09 07:00:00,2019-04-30 07:00:00,Failure to Cure Deficiency,,Storage,,,Battery,,,50.74,,,2018-04-16 00:00:00,,C11,2021-07-09 07:00:00,,,,Full Capacity,,
1482,MERCATOR,,FRESNO,CA,Tranquillity SS 230kV,PGAE,Storage + Photovoltaic,500.0,,,2018-04-16 07:00:00,WITHDRAWN,2021-12-31 08:00:00,2019-02-04 08:00:00,,,Storage,Photovoltaic,,Battery,Solar,,518.4,518.4,,2018-04-16 00:00:00,,C11,2021-12-31 08:00:00,,,,Full Capacity,,
1483,PANIOLO SOLAR,,FRESNO,CA,Jayne Switching Station 70kV ,PGAE,Storage + Photovoltaic,50.3,,,2018-04-16 07:00:00,WITHDRAWN,2021-12-01 08:00:00,2019-03-11 07:00:00,IC Request,,Storage,Photovoltaic,,Battery,Solar,,19.8,52.2,,2018-04-13 00:00:00,,C11,2021-12-01 08:00:00,,,,Full Capacity,,
1485,PLACID,,FRESNO,CA,Mendota Substation 115kV,PGAE,Storage + Photovoltaic,200.0,,,2018-04-16 07:00:00,WITHDRAWN,2021-05-01 07:00:00,2019-03-06 08:00:00,IC Request,,Storage,Photovoltaic,,Battery,Solar,,90.0,180.0,,2018-04-10 00:00:00,,C11,2021-05-01 07:00:00,Complete,,,Full Capacity,,
1486,ROCKFISH STORAGE 1,,MONTEREY,CA,Moss Landing 230kV,PGAE,Storage,500.0,,,2018-04-16 07:00:00,WITHDRAWN,2023-12-01 08:00:00,2019-03-08 08:00:00,IC Request,,Storage,,,Battery,,,510.0,,,2018-04-11 00:00:00,,C11,2023-12-01 08:00:00,,,,Full Capacity,,
1487,ROCKFISH STORAGE 2,,MONTEREY,CA,Moss Landing 230kV,PGAE,Storage,500.0,,,2018-04-16 07:00:00,WITHDRAWN,2024-12-01 08:00:00,2019-03-08 08:00:00,IC Request,,Storage,,,Battery,,,510.0,,,2018-04-11 00:00:00,,C11,2024-12-01 08:00:00,,,,Full Capacity,,
1488,SAGEBERRY SOLAR,,FRESNO,CA,Gates Substation 230kV,PGAE,Storage + Photovoltaic,300.0,,,2018-04-16 07:00:00,WITHDRAWN,2022-12-30 08:00:00,2019-03-06 08:00:00,IC Request,,Storage,Photovoltaic,,Battery,Solar,,92.08,311.885,,2018-04-11 00:00:00,,C11,2022-12-30 08:00:00,Complete,,,Full Capacity,,
1489,STEPHEN,,FRESNO,CA,Schindler Substation 115kV,PGAE,Photovoltaic,100.0,,,2018-04-16 07:00:00,WITHDRAWN,2022-06-01 07:00:00,2019-03-13 07:00:00,IC Request,,Photovoltaic,,,Solar,,,102.73,,,2018-04-16 00:00:00,,C11,2022-06-01 07:00:00,,,,Full Capacity,,
1490,TEMETTATE ADVANCED CAES,,SAN LUIS OBISPO,CA,Mesa 230kV,PGAE,Storage,100.0,,,2018-04-16 07:00:00,WITHDRAWN,2024-06-01 07:00:00,2019-02-28 08:00:00,IC Request,,Storage,,,Other,,,100.0,,,2018-04-13 00:00:00,,C11,2024-06-01 07:00:00,Complete,,,Full Capacity,,
1491,TEPONA OFF-SHORE WIND,,HUMBOLDT,CA,Humboldt 115 kV,PGAE,Wind Turbine,156.0,,,2018-04-16 07:00:00,WITHDRAWN,2034-10-01 07:00:00,2025-08-25 07:00:00,IC Request,,Wind Turbine,,,Wind Turbine,,,161.925,,,2018-04-14 00:00:00,,C11,2024-10-01 07:00:00,Complete,Complete,,Energy Only,Off-Peak Energy Only,
1492,WINDCHARGER ESS,,SOLANO,CA,Birds Landing Substation 230kV,PGAE,Storage,150.0,,,2018-04-16 07:00:00,WITHDRAWN,2021-12-01 08:00:00,2021-04-09 07:00:00,IC Request,,Storage,,,Battery,,,150.0,,,2018-04-12 00:00:00,,C11,2021-12-01 08:00:00,Complete,Complete,,Full Capacity,,
1494,CASTLE WIND OFFSHORE,,SAN LUIS OBISPO,CA,Morro Bay Substation  230kV,PGAE,Wind Turbine,559.3,,,2018-04-16 07:00:00,WITHDRAWN,2025-03-30 07:00:00,2019-04-08 07:00:00,IC Request,,Wind Turbine,,,Wind Turbine,,,576.0,,,2018-05-30 00:00:00,,C11,2025-03-30 07:00:00,Complete,,,Full Capacity,,
1497,HOLLY,,KINGS,CA,Corcoran-Guernsey 70kV line,PGAE,Photovoltaic,40.0,,,2018-04-16 07:00:00,WITHDRAWN,2021-11-01 07:00:00,2019-03-13 07:00:00,IC Request,,Photovoltaic,,,Solar,,,40.825,,,2018-04-16 00:00:00,,C11,2021-11-01 07:00:00,,,,Full Capacity,,
1498,HOOD 1,,TULARE,CA,Olive Switching Substation 115kV,PGAE,Photovoltaic,100.0,,,2018-04-16 07:00:00,WITHDRAWN,2022-12-31 08:00:00,2019-03-07 08:00:00,IC Request,,Photovoltaic,,,Solar,,,110.0,,,2018-04-16 00:00:00,,C11,2022-12-31 08:00:00,Complete,,,Full Capacity,,
1500,LIMON ENERGY PARK,,KERN,CA,Midway Substation 230kV,PGAE,Photovoltaic + Storage,125.0,,,2018-04-16 07:00:00,WITHDRAWN,2020-12-01 08:00:00,2019-03-06 08:00:00,IC Request,,Photovoltaic,Storage,,Solar,Battery,,128.35,25.0,,2018-04-16 00:00:00,,C11,2020-12-01 08:00:00,Complete,,,Full Capacity,,
1501,MAMMOTH ENERGY STORAGE,,KERN,CA,Midway Substation 115kV,PGAE,Storage,100.0,,,2018-04-16 07:00:00,WITHDRAWN,2021-07-09 07:00:00,2019-04-25 07:00:00,IC Request,,Storage,,,Battery,,,101.4,,,2018-04-16 00:00:00,,C11,2021-07-09 07:00:00,,,,Full Capacity,,
1502,MAVERICKS,,ALAMEDA,CA,Newark Station 230kV,PGAE,Storage,300.0,,,2018-04-16 07:00:00,WITHDRAWN,2021-07-01 07:00:00,2019-02-25 08:00:00,IC Request,,Storage,,,Battery,,,300.0,,,2018-04-16 00:00:00,,C11,2021-07-01 07:00:00,,,,Full Capacity,,
1503,PINTAIL ENERGY STORAGE,,SONOMA,CA,Lakeville 230kV,PGAE,Storage,100.0,,,2018-04-16 07:00:00,WITHDRAWN,2021-06-30 07:00:00,2019-03-05 08:00:00,IC Request,,Storage,,,Battery,,,100.0,,,2018-04-13 00:00:00,,C11,2021-06-30 07:00:00,,,,Full Capacity,,
1504,PISTACHIO ENERGY PARK,,KERN,CA,Arco-Midway & Gates-Midway 230kV,PGAE,Storage + Photovoltaic,150.0,,,2015-04-16 07:00:00,WITHDRAWN,2020-12-01 08:00:00,2019-03-06 08:00:00,IC Request,,Storage,Photovoltaic,,Battery,Solar,,37.0,153.5,,2018-04-17 00:00:00,,C11,2020-12-01 08:00:00,Complete,,,Full Capacity,,
1505,POLELINE SOLAR ENERGY CENTER,,MERCED/FRESNO,CA,Mercy Springs 70kV,PGAE,Photovoltaic + Storage,99.995,,,2018-04-16 07:00:00,WITHDRAWN,2021-12-01 08:00:00,2019-04-30 07:00:00,Failure to Cure Deficiency,,Photovoltaic,Storage,,Solar,Battery,,61.005,41.4,,2018-04-16 00:00:00,,C11,2021-12-01 08:00:00,,,,Full Capacity,,
1506,POSEIDON,,KERN,CA,Bitterwater Switching Station 230kV,PGAE,Photovoltaic + Storage,200.0,,,2018-04-16 07:00:00,WITHDRAWN,2020-12-01 08:00:00,2019-03-06 08:00:00,IC Request,,Photovoltaic,Storage,,Solar,Battery,,206.0,50.0,,2018-04-17 00:00:00,,C11,2020-12-01 08:00:00,Complete,,,Full Capacity,,
1508,CORTES,,SAN BERNARDINO,CA,Chino Substation 230kV bus,SCE,Storage,500.0,,,2018-04-16 07:00:00,WITHDRAWN,2021-12-22 08:00:00,2019-04-18 07:00:00,IC Request,,Storage,,,Battery,,,500.0,,,2018-04-14 00:00:00,,C11,2021-07-01 07:00:00,Complete,,,Full Capacity,,
1509,ARROW,,KERN,CA,Whirlwind Substation  230kV,SCE,Storage + Photovoltaic,250.0,,,2018-04-16 07:00:00,WITHDRAWN,2024-10-01 07:00:00,2019-03-11 07:00:00,,,Storage,Photovoltaic,,Battery,Solar,,29.47,225.0,,2018-04-10 00:00:00,,C11,2022-01-02 08:00:00,,,,Full Capacity,,
1511,CLEANPOWER SOLAR,,LOS ANGELES,CA,Neenach Substation 66kV,SCE,Storage + Photovoltaic,37.5,,,2018-04-16 07:00:00,WITHDRAWN,2020-12-15 08:00:00,2019-04-30 07:00:00,Failure to Cure Deficiency,,Storage,Photovoltaic,,Battery,Solar,,37.7,37.7,,2018-04-13 00:00:00,,C11,2020-12-15 08:00:00,Complete,,,Partial Capacity,,
1512,DRY CREEK SOLAR ,,KERN,CA,Magunden-Vestal #1 230kV line,SCE,Photovoltaic,100.0,,,2018-04-16 07:00:00,WITHDRAWN,2022-12-31 08:00:00,2019-03-07 08:00:00,IC Request,,Photovoltaic,,,Solar,,,110.0,,,2018-04-16 00:00:00,,C11,2022-12-31 08:00:00,,,,Full Capacity,,
1513,HIGHLINE SOLAR ENERGY CENTER,,KERN,CA,Highwind Substation 230kV,SCE,Storage + Photovoltaic,74.9,,,2018-04-16 07:00:00,WITHDRAWN,2021-12-01 08:00:00,2019-02-26 08:00:00,IC Request,,Storage,Photovoltaic,,Battery,Solar,,40.0,80.0,,2018-04-16 00:00:00,,C11,2021-12-01 08:00:00,,,,Full Capacity,,
1514,LONGSPUR 11,,KERN,CA,Whirlwind Substation 230kV,SCE,Photovoltaic + Storage,175.0,,,2018-04-16 07:00:00,WITHDRAWN,2022-12-30 08:00:00,2019-03-12 07:00:00,IC Request,,Photovoltaic,Storage,,Solar,Battery,,182.46,51.093,,2018-04-11 00:00:00,,C11,2022-12-30 08:00:00,,,,Full Capacity,,
1515,MCGRATH ENERGY CENTER 1,,VENTURA,CA,Mandalay-Santa Clara 220kV,SCE,Storage,100.0,,,2018-04-16 07:00:00,WITHDRAWN,2020-12-01 08:00:00,2019-02-26 08:00:00,IC Request,,Storage,,,Battery,,,100.0,,,2018-04-16 00:00:00,,C11,2020-12-01 08:00:00,,,,Full Capacity,,
1517,SAGEBRUSH SOLAR 5,,KERN,CA,Vincent Substation 230kV,SCE,Photovoltaic,200.0,,,2018-04-16 07:00:00,WITHDRAWN,2022-12-31 08:00:00,2019-04-30 07:00:00,Failure to Cure Deficiency,,Photovoltaic,,,Solar,,,223.56,,,2018-04-13 00:00:00,,C11,2022-12-31 08:00:00,Complete,,,Full Capacity,,
1520,BIG BEAR WIND,,SAN BERNARDINO,CA,Victor Substation 230kV,SCE,Wind Turbine,199.0,,,2018-04-16 07:00:00,WITHDRAWN,2022-12-01 08:00:00,2018-07-31 07:00:00,IC Request,,Wind Turbine,,,Wind Turbine,,,199.0,,,2018-04-14 00:00:00,,C11,2022-12-01 08:00:00,,,,Full Capacity,,
1521,MOORHEN ENERGY STORAGE,,SAN BERNARDINO,CA,Lugo Substation 220kV,SCE,Storage,200.0,,,2018-04-16 07:00:00,WITHDRAWN,2022-11-30 08:00:00,2019-04-08 07:00:00,IC Request,,Storage,,,Battery,,,200.0,,,2018-04-13 00:00:00,,C11,2021-06-30 07:00:00,Complete,,,Full Capacity,,
1523,PORTHOS SOLAR,,RIVERSIDE,CA,Eldorado Substation 500kV,SCE,Photovoltaic + Storage,900.0,,,2018-04-16 07:00:00,WITHDRAWN,2022-12-31 08:00:00,2019-04-10 07:00:00,IC Request,,Photovoltaic,Storage,,Solar,Battery,,900.0,900.0,,2018-04-16 00:00:00,,C11,2022-12-31 08:00:00,Complete,,,Full Capacity,,
1524,SUNVALE SOLAR FARM,,CLARK,NV,Eldorado Substation 500kV,SCE,Storage + Photovoltaic,600.0,,,2018-04-16 07:00:00,WITHDRAWN,2022-10-01 07:00:00,2020-05-14 07:00:00,IC Request,,Storage,Photovoltaic,,Battery,Solar,,600.0,600.0,,2018-04-16 00:00:00,,C11,2022-10-01 07:00:00,Complete,,,Full Capacity,,
1525,IRON HILLS PUMPED STORAGE,,RIVERSIDE,CA,Red Bluff Substation 500kV,SCE,Storage,1400.0,,,2018-04-16 07:00:00,WITHDRAWN,2025-04-10 07:00:00,2019-03-08 08:00:00,IC Request,,Storage,,,Pumped-Storage hydro,,,1407.0,,,2018-04-12 00:00:00,,C11,2025-04-10 07:00:00,,,,Full Capacity,,
1527,SILVERWING,,RIVERSIDE,CA,Devers Substation 230kV,SCE,Storage + Photovoltaic,150.0,,,2018-04-16 07:00:00,WITHDRAWN,2022-12-31 08:00:00,2019-03-12 07:00:00,IC Request,,Storage,Photovoltaic,,Battery,Solar,,156.0,156.0,,2018-04-12 00:00:00,,C11,2021-12-31 08:00:00,,,,Full Capacity,,
1528,WINDY WASH SOLAR,,RIVERSIDE,CA,Devers Substation 220kV,SCE,Photovoltaic,79.0,,,2018-04-16 07:00:00,WITHDRAWN,2022-12-31 08:00:00,2025-06-23 07:00:00,Failure to Cure Deficiency,,Photovoltaic,,,Solar,,,79.0,,,2018-04-13 00:00:00,,C11,2021-06-30 07:00:00,Complete,Complete,,Energy Only,Off-Peak Deliverability,
